../lib/common.h(60): Error -26612: HTTP Status-Code=500 (Internal Server Error) for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MERR-26612]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,20).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,67).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,53).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,51).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 84,34).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,74).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,83).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 91,21).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 93,05).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 95,09).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,13).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 90,49).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 83,75).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 85,95).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,59).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 91,79).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 84,25).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,25).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 95,08).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 95,20).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 89,47).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 83,91).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,30).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,56).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,33).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,05).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,59).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 89,23).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,05).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,44).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 93,27).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 89,81).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 93,13).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 85,49).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,73).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,63).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,67).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 82,97).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,18).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,77).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 91,33).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 95,85).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,97).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 93,22).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,44).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 91,02).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 90,97).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,50).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 85,30).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 97,80).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,56).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,66).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,75).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,85).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 93,94).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 90,37).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 85,61).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 85,83).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 97,27).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 94,87).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 96,33).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,04).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,58).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 92,50).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 94,43).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 91,47).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,75).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 89,07).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,81).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,00).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 88,81).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 90,93).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,11).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,82).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 87,90).	[MsgId: MWAR-15995]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 90,55).	[MsgId: MWAR-15995]
../lib/common.h(83): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(32): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(100): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(32): Error -26377: No match found for the requested parameter "userSession". Either the specified boundaries were not found in the response or the matched text is longer than current max html parameter size of 256 bytes. The total length of the response is 0 bytes. You can use "web_set_max_html_param_len" to increase the max parameter size.  	[MsgId: MERR-26377]
../lib/common.h(83): Error -26366: "Text=User has returned to the search page" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(100): Error -26366: "Text=firstName" value="Ivy" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(32): Error -26366: "Text=A Session ID has been created and loaded into a cookie called MSO" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(83): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(32): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(100): Error -26366: "Text=lastName" value="Iraragorri" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(100): Error -26366: "Text=value="Ivy Iraragorri" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(100): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(83): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(83): Error -26366: "Text=User has returned to the search page" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(195): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(83): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(292): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(292): Error -26366: "Text=User wants the intineraries" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(195): Error -26366: "Text=Flight 451 leaves Paris  for Portland" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(83): Error -27787: Server "localhost" has shut down the connection prematurely  	[MsgId: MERR-27787]
../lib/common.h(292): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(195): Error -26366: "Text=<b>RoswellDeval's Flight Invoice" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(195): Error -26366: "Text=$1038" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(195): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
Warning: Iteration pacing cannot be reached (pace time = 80,00, actual time = 86,37).	[MsgId: MWAR-15995]
../lib/common.h(83): Error -26366: "Text=User has returned to the search page" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(83): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(32): Error -27792: Failed to connect to server "localhost:1080": [10061] Connection refused  	[MsgId: MERR-27792]
../lib/common.h(32): Error -26377: No match found for the requested parameter "userSession". Either the specified boundaries were not found in the response or the matched text is longer than current max html parameter size of 256 bytes. The total length of the response is 0 bytes. You can use "web_set_max_html_param_len" to increase the max parameter size.  	[MsgId: MERR-26377]
../lib/common.h(32): Error -26366: "Text=A Session ID has been created and loaded into a cookie called MSO" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(32): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(32): Error -27792: Failed to connect to server "localhost:1080": [10061] Connection refused  	[MsgId: MERR-27792]
../lib/common.h(32): Error -26377: No match found for the requested parameter "userSession". Either the specified boundaries were not found in the response or the matched text is longer than current max html parameter size of 256 bytes. The total length of the response is 0 bytes. You can use "web_set_max_html_param_len" to increase the max parameter size.  	[MsgId: MERR-26377]
../lib/common.h(32): Error -26366: "Text=A Session ID has been created and loaded into a cookie called MSO" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(32): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
../lib/common.h(32): Error -27792: Failed to connect to server "localhost:1080": [10061] Connection refused  	[MsgId: MERR-27792]
../lib/common.h(32): Error -26377: No match found for the requested parameter "userSession". Either the specified boundaries were not found in the response or the matched text is longer than current max html parameter size of 256 bytes. The total length of the response is 0 bytes. You can use "web_set_max_html_param_len" to increase the max parameter size.  	[MsgId: MERR-26377]
../lib/common.h(32): Error -26366: "Text=A Session ID has been created and loaded into a cookie called MSO" not found for web_reg_find  	[MsgId: MERR-26366]
../lib/common.h(32): Error -26374: The above "not found" error(s) may be explained by header and body byte counts being 0 and 0, respectively.  	[MsgId: MERR-26374]
